choice	experiment_id	weight	p_zone	a_zone	outward_period	return_period	purpose	CarOwnershipConstant23	WAWE_Cost_Outward	KAWE_Cost_Outward	Bicycle_Cost_Outward	Walk_Cost_Return	Car_Cost_Return	Car_Cost_Outward	WAPE_Cost_Return	Bicycle_Cost_Return	a_CBDNonCore	WAWE_Cost_Return	Walk_Cost_Outward	a_CBDCore	CarOwnershipConstant0	PAWE_Cost_Outward	a_OuterFrame	WAKE_Cost_Return	a_CBDFrame	Bicycle_av	Car_av	PT_Kiss_Access_av	PT_Park_Access_av	PT_Walk_Access_av	Walk_av
2	12575	125.423565505362	2072	1759	15	0	1001	1	5184.21533203125	4195.44873046875	1699.29614257812	0.0	0.0	637.992065429688	0.0	0.0	0	0.0	6797.18408203125	0	0	4211.68212890625	0	0.0	0	1	1	1	1	1	1
2	12576	124.062776196261	2072	1409	0	15	1001	1	0.0	0.0	0.0	14353.5361328125	1350.10327148438	0.0	3001.09350585938	3443.61547851562	0	4154.099609375	0.0	0	0	0.0	0	3001.09350585938	0	1	1	1	1	1	1
2	12577	139.217504300216	570	551	0	15	1001	1	0.0	0.0	0.0	2898.43188476562	286.0185546875	0.0	2291.90600585938	724.607971191406	0	3114.98486328125	0.0	0	0	0.0	0	2291.90600585938	0	1	1	1	1	1	1
2	12578	131.57161313079	570	15	0	15	1001	1	0.0	0.0	0.0	9341.7587890625	890.232666015625	0.0	2060.1845703125	1868.35217285156	0	2836.0634765625	0.0	1	0	0.0	0	2060.1845703125	0	1	1	1	1	1	1
2	12579	110.473399230984	2537	2541	0	15	1001	1	0.0	0.0	0.0	1084.416015625	128.147125244141	0.0	3439.91162109375	271.10400390625	0	2409.26220703125	0.0	0	0	0.0	0	3439.91162109375	0	1	1	1	1	1	1
2	12580	88.8009667968142	882	892	15	0	1001	1	2070.19750976562	1552.05065917969	348.9599609375	0.0	0.0	192.263137817383	0.0	0.0	0	0.0	1395.83996582031	0	0	1568.85607910156	0	0.0	0	1	1	1	1	1	1
2	12581	98.7577439029394	1039	1014	15	0	1001	0	1628.35375976562	1538.38757324219	372.384002685547	0.0	0.0	214.937164306641	0.0	0.0	0	0.0	1489.53601074219	0	0	1548.2451171875	0	0.0	0	1	1	1	1	1	1
6	12582	37.212020708599	3305	3303	0	15	1001	1	0.0	0.0	0.0	580.224060058594	61.0770606994629	0.0	2606.6376953125	145.055999755859	0	2672.34008789062	0.0	0	0	0.0	0	2606.6376953125	0	1	1	1	1	1	1
2	12583	149.110904675538	2053	1037	0	15	1001	1	0.0	0.0	0.0	11940.4775390625	1189.58032226562	0.0	2797.14672851562	2985.119140625	0	3911.3193359375	0.0	0	0	0.0	0	2797.14672851562	0	1	1	1	1	1	1
2	12584	175.976497929845	216	345	0	15	1001	0	0.0	0.0	0.0	1036.41613769531	170.487747192383	0.0	1287.63391113281	259.10400390625	0	1367.26000976562	0.0	0	0	0.0	0	1290.63818359375	1	1	1	1	1	1	1
2	12585	219.7883531796	404	227	0	15	1001	1	0.0	0.0	0.0	5508.865234375	796.687683105469	0.0	2041.82531738281	1377.21618652344	1	2694.47143554688	0.0	0	0	0.0	0	2041.82531738281	0	1	1	1	1	1	1
2	12586	56.2246092705911	404	528	0	15	1001	1	0.0	0.0	0.0	7128.19287109375	590.795288085938	0.0	4856.8515625	1675.39184570312	0	4906.20849609375	0.0	0	0	0.0	0	4856.8515625	0	1	1	1	1	1	1
2	12587	75.7269349696888	1383	1293	0	15	1001	1	0.0	0.0	0.0	2708.35205078125	338.053833007812	0.0	2641.5302734375	677.088073730469	0	3392.55786132812	0.0	0	0	0.0	0	2641.5302734375	0	1	1	1	1	1	1
2	12588	105.925412850282	1105	1159	15	0	1001	1	3001.5078125	2873.12719726562	968.83203125	0.0	0.0	440.95556640625	0.0	0.0	0	0.0	3875.32836914062	0	0	2933.74877929688	0	0.0	0	1	1	1	1	1	1
2	12589	35.8050526763956	1464	81	0	15	1001	1	0.0	0.0	0.0	8697.599609375	809.876342773438	0.0	2235.09814453125	1739.51989746094	0	2238.36206054688	0.0	1	0	0.0	0	2235.09814453125	0	1	1	1	1	1	1
2	12590	308.499911445414	1464	1456	15	0	1001	1	1824.54553222656	2809.6435546875	712.224060058594	0.0	0.0	287.076690673828	0.0	0.0	0	0.0	2848.89624023438	0	0	2870.25146484375	0	0.0	0	1	1	1	1	1	1
2	12591	34.2694253660701	1464	1413	15	0	1001	1	1958.16772460938	2055.947265625	740.736022949219	0.0	0.0	323.933532714844	0.0	0.0	0	0.0	2962.94409179688	0	0	2196.24829101562	0	0.0	0	1	1	1	1	1	1
2	12592	96.686321075754	1157	1157	0	15	1001	1	0.0	0.0	0.0	288.138214111328	54.8511276245117	0.0	99999.0	90.0432052612305	0	99999.0	0.0	0	0	0.0	0	99999.0	0	1	1	0	0	0	1
